course_id,title,provider,course_length,effort,subject,price_origin,price,level,num_school,school_1,school_2,school_3,school_4,language,language_origin,url,name,bio,img,basic_info
28,Academic Listening and Note-Taking,Coursera,4,4-5 hours/week for 4 weeks,Learning English,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,"University of California, Irvine",,,,English,English,https://www.coursera.org/learn/note-taking,"Tamy Chapman, Instructor, International Programs",University of California Irvine Extension,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/4d/c6d8303a2b11e5912c4326e10c3793/Screen-Shot-2015-08-03-at-3.01.02-PM.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 4 in the Learn English: Advanced Academic Speaking and Listening Specialization.
28,Academic Listening and Note-Taking,Coursera,4,4-5 hours/week for 4 weeks,Learning English,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,"University of California, Irvine",,,,English,English,https://www.coursera.org/learn/note-taking,"Dana Saito-Stehberger, Curriculum Coordinator","Instructor, International Programs",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/e7/908fc0667011e6bd70058c00c23a66/dana_profile.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 4 in the Learn English: Advanced Academic Speaking and Listening Specialization.
29,Accediendo a la nube con iOS,Coursera,5,"5 semanas de estudio, 3-5 horas por semana",Mobile and Web Development,Purchase Course ¡¤ US$49 USD,49,null,1,Tecnol?gico de Monterrey,,,,Spanish,Spanish,https://www.coursera.org/learn/nube-ios,"Dr. Rafael Lozano Espinosa, Profesor Titular",Tecnolog?as de Informaci?n y Computaci?n,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/54/cb3df04c3d11e5a70fbb4682e0f773/foto_prof_rafael_lozano.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 5 in the Desarrollo de Aplicaciones iOS Specialization.
30,Accounting Analytics,Coursera,4,"4 weeks, 3 -5 hours per week",Finance,Purchase Course ¡¤ US$95 USD,95,null,1,University of Pennsylvania,,,,English,English,https://www.coursera.org/learn/accounting-analytics,"Brian J Bushee, The Geoffrey T. Boisi Professor",Accounting,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/2f/bc635615d0b4098dc9ecae2381bdb4/brian_bushee.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Business Analytics Specialization.
30,Accounting Analytics,Coursera,4,"4 weeks, 3 -5 hours per week",Finance,Purchase Course ¡¤ US$95 USD,95,null,1,University of Pennsylvania,,,,English,English,https://www.coursera.org/learn/accounting-analytics,"Christopher D. Ittner, EY Professor of Accounting",Accounting,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/cb/8faf604d9711e5ab137970bddb1c09/CIttner.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Business Analytics Specialization.
31,Accounting for Business Decision Making: Measurement and Operational Decisions,Coursera,4,"4 weeks of study, 1-3 hours/week",Business Essentials,Purchase Course ¡¤ US$79 USD,79,Beginner,1,University of Illinois at Urbana-Champaign,,,,English,English,https://www.coursera.org/learn/business-accounting,"Gary Hecht, Ph.D., Associate Professor of Accountancy","Department of Accountancy, College of Business",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a2/324b90e3ad11e4acb79ff8bc3fa164/ghecht.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 5 in the Fundamentals of Accounting Specialization.
32,Accounting for Business Decision Making: Strategy Assessment and Control,Coursera,4,null,Business Essentials,Purchase Course ¡¤ US$79 USD,79,Beginner,1,University of Illinois at Urbana-Champaign,,,,English,English,https://www.coursera.org/learn/business-assessment,"Gary Hecht, Ph.D., Associate Professor of Accountancy","Department of Accountancy, College of Business",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a2/324b90e3ad11e4acb79ff8bc3fa164/ghecht.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Fundamentals of Accounting Specialization.
33,Accounting: Principles of Financial Accounting,Coursera,4,"4 weeks of study, 2-4 hours/week",Finance,Purchase Course ¡¤ US$79 USD,79,Beginner,1,IESE Business School,,,,English,English,https://www.coursera.org/learn/financial-accounting,"Marc Badia, Assistant Professor",Accounting and Control,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/d2/50346091e811e58bcd5d051227ff0c/MB.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 5 in the Foundations of Management Specialization.
34,Acute and Chronic Rhinosinusitis: A Comprehensive Review,Coursera,5,2 hours,Medicine & Healthcare,Purchase Course ¡¤ US$49 USD,49,null,1,Icahn School of Medicine at Mount Sinai,,,,English,English,https://www.coursera.org/learn/icahn-school-of-medicine-at-mount-sinai-acute-and-chronic-rhinosinusitis,"Satish Govindaraj, MD, Associate Professor of Otolaryngology",Icahn School of Medicine at Mount Sinai,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/16/6b4de03c4111e59df73f1647dfc811/DrG.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
35,Adjectives and Adjective Clauses,Coursera,4,"4 weeks of study, 2-4 hours/week",Learning English,Purchase Course ¡¤ US$79 USD,79,null,1,"University of California, Irvine",,,,English,English,https://www.coursera.org/learn/adjective-clauses,"Tamy Chapman, Instructor, International Programs",University of California Irvine Extension,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/4d/c6d8303a2b11e5912c4326e10c3793/Screen-Shot-2015-08-03-at-3.01.02-PM.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 4 in the Learn English: Intermediate Grammar Specialization.
35,Adjectives and Adjective Clauses,Coursera,4,"4 weeks of study, 2-4 hours/week",Learning English,Purchase Course ¡¤ US$79 USD,79,null,1,"University of California, Irvine",,,,English,English,https://www.coursera.org/learn/adjective-clauses,"Judy Hu, Instructor, International Programs",University of California Irvine Extension,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/57/dce9b017af11e6b7e8ebd2812fae2a/Judy-Photo.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 4 in the Learn English: Intermediate Grammar Specialization.
36,Administraci?n Estrat?gica y Emprendedora,Coursera,6,null,Entrepreneurship,Purchase Course ¡¤ US$49 USD,49,null,1,University of New Mexico,,,,Spanish,Spanish,https://www.coursera.org/learn/administracion-estrategica,"Doug Thomas, Professor","International Management, Anderson School of Management",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/9e/ffaf50020b11e49fcf3f0bb5d2f2f4/image001.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
37,Administraci?n de Proyectos - Capstone,Coursera,5,"4 semanas de estudio, 3 horas por semana",Leadership and Management,null,49,null,2,Tecnol?gico de Monterrey,"University of California, Irvine",,,Spanish,Spanish,https://www.coursera.org/learn/administracion-de-proyectos-capstone,"Dr. Filiberto Gonz?lez Hern?ndez, Profesor y Consultor",Departamento de ingenier?a industrial y de sistemas,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/dc/2ae9d073ba11e681113d2862973958/Mtro.-Filiberto.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 4 in the Administraci?n de Proyectos: Principios B?sicos Specialization.
38,Advanced Algorithms and Complexity,Coursera,4,"4 weeks of study, 4-8 hours/week",Algorithms,Purchase Course ¡¤ US$79 USD,79,Advanced,2,"University of California, San Diego",Higher School of Economics,,,English,English,https://www.coursera.org/learn/advanced-algorithms-and-complexity,"Alexander S. Kulikov, Visiting Professor",Department of Computer Science and Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f2/8d54b0023c11e5829d65e86bcf7d3d/vipusktsentra.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 6 in the Data Structures and Algorithms Specialization.
38,Advanced Algorithms and Complexity,Coursera,4,"4 weeks of study, 4-8 hours/week",Algorithms,Purchase Course ¡¤ US$79 USD,79,Advanced,2,"University of California, San Diego",Higher School of Economics,,,English,English,https://www.coursera.org/learn/advanced-algorithms-and-complexity,"Michael Levin, Lecturer",Computer Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/b1/c07b809da311e58313a37513c55370/mlevin-prague.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 6 in the Data Structures and Algorithms Specialization.
38,Advanced Algorithms and Complexity,Coursera,4,"4 weeks of study, 4-8 hours/week",Algorithms,Purchase Course ¡¤ US$79 USD,79,Advanced,2,"University of California, San Diego",Higher School of Economics,,,English,English,https://www.coursera.org/learn/advanced-algorithms-and-complexity,"Daniel M Kane, Assistant Professor",Department of Computer Science and Engineering / Department of Mathematics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/d8/671d70a03711e5a1f7d940fa69b157/image002.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 6 in the Data Structures and Algorithms Specialization.
38,Advanced Algorithms and Complexity,Coursera,4,"4 weeks of study, 4-8 hours/week",Algorithms,Purchase Course ¡¤ US$79 USD,79,Advanced,2,"University of California, San Diego",Higher School of Economics,,,English,English,https://www.coursera.org/learn/advanced-algorithms-and-complexity,"Neil Rhodes, Adjunct Faculty",Computer Science and Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/d4/c3d8b0ba4611e5a6e79d2fe2227f02/Neil_Rhodes_headshot.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 6 in the Data Structures and Algorithms Specialization.
39,Advanced Business Strategy,Coursera,4,"4 weeks of study, 5-6 hours/week",Business Strategy,Purchase Course ¡¤ US$79 USD,79,null,1,University of Virginia,,,,English,English,https://www.coursera.org/learn/advanced-business-strategy,"Michael Lenox, Senior Associate Dean and Chief Strategy Officer",Darden School of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/34/398f9bb4f08c2b978affd9f8d04e19/Mike-Lenox__F3B3111.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Business Strategy Specialization.
39,Advanced Business Strategy,Coursera,4,"4 weeks of study, 5-6 hours/week",Business Strategy,Purchase Course ¡¤ US$79 USD,79,null,1,University of Virginia,,,,English,English,https://www.coursera.org/learn/advanced-business-strategy,"Jared Harris, Samuel L. Slover Research Chair in Business Administration",Darden School of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/6f/c91440524811e5a5072321239ff4d4/HarrisJared.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Business Strategy Specialization.
40,Advanced Chemistry,Coursera,5,null,Chemistry,"Full Course, No Certificate",Free,null,1,University of Kentucky,,,,English,English,https://www.coursera.org/learn/advanced-chemistry,"Allison Soult, Lecturer",Chemistry,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/2c/787560797589c6bf13c26fd0fe1244/Allison-Fixed_1.JPG?auto=format&dpr=1&w=88&h=88&fit=crop,null
40,Advanced Chemistry,Coursera,5,null,Chemistry,"Full Course, No Certificate",Free,null,1,University of Kentucky,,,,English,English,https://www.coursera.org/learn/advanced-chemistry,"Kim Woodrum, Sr. Lecturer",Chemistry,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/0f/513e152abd2eb7fe73592e218aeaed/kim_headshot.png?auto=format&dpr=1&w=88&h=88&fit=crop,null
41,Advanced Competitive Strategy,Coursera,8,7.5 hours videos and quizzes,Business Strategy,"Full Course, No Certificate",Free,null,1,Ludwig-Maximilians-Universit?t M?nchen (LMU),,,,"English, Subtitles: Chinese (Simplified)","English, Subtitles: Chinese (Simplified)",https://www.coursera.org/learn/advanced-competitive-strategy,"Tobias Kretschmer, Professor","Institute for Strategy, Technology and Organization",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/fc/bcb5b8507ffc9f315f5334565639dd/LLR_2319_Kretschmer_ole1.png?auto=format&dpr=1&w=88&h=88&fit=crop,null
42,Advanced Content and Social Tactics to Optimize SEO,Coursera,4,"4 weeks of study, 1-3 hours/week",Marketing,Purchase Course ¡¤ US$79 USD,79,null,1,"University of California, Davis",,,,English,English,https://www.coursera.org/learn/seo-tactics,"Eric Enge, Co-Author of ""The Art of SEO""","CEO, Stone Temple Consulting",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/dc/5a04a0b49211e5a05e970d8586e01d/Eric-Enge-Headshot.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 6 in the Search Engine Optimization (SEO) Specialization.
43,Advanced Converter Control Techniques,Coursera,4,"4 weeks of study, 2-3 hours/week",Electrical Engineering,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Colorado Boulder,,,,English,English,https://www.coursera.org/learn/current-control,"Dr. Dragan Maksimovic, Charles V. Schelke Endowed Professor","Electrical, Computer and Energy Engineering",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/84/005700b56411e5a3dee98a51395b90/DM2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 6 in the Power Electronics Specialization.
44,Advanced Data Structures in Java,Coursera,6,"5 weeks of study, 1-3 hours/week",Algorithms,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,"University of California, San Diego",,,,English,English,https://www.coursera.org/learn/advanced-data-structures,"Leo Porter, Assistant Teaching Professor",Computer Science and Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/15/b100303e5211e5971f7d69b53f1ab1/15366029258_e2fd3d6e15_o.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 5 in the Object Oriented Java Programming: Data Structures and Beyond Specialization.
44,Advanced Data Structures in Java,Coursera,6,"5 weeks of study, 1-3 hours/week",Algorithms,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,"University of California, San Diego",,,,English,English,https://www.coursera.org/learn/advanced-data-structures,"Mia Minnes, Assistant Teaching Professor",Computer Science and Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/e7/806b403d2711e5b44f752682341f65/Headshot.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 5 in the Object Oriented Java Programming: Data Structures and Beyond Specialization.
44,Advanced Data Structures in Java,Coursera,6,"5 weeks of study, 1-3 hours/week",Algorithms,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,"University of California, San Diego",,,,English,English,https://www.coursera.org/learn/advanced-data-structures,"Christine Alvarado, Associate Teaching Professor",Computer Science and Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/5b/253f203fe011e5a72dede504c92e3a/ChristineAlvarado2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 5 in the Object Oriented Java Programming: Data Structures and Beyond Specialization.
45,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Coursera,6,6 weeks of material; 5 to 7 hours per week work for students,Mechanical Engineering,Purchase Course ¡¤ US$49 USD,49,null,1,Georgia Institute of Technology,,,,English,English,https://www.coursera.org/learn/motion-and-kinetics,"Dr. Wayne Whiteman, PE, Senior Academic Professional",Woodruff School of Mechanical Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/1a/22d69cbd2909e28dcb3da7c916345c/whiteman-coursera.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
46,Advanced Instructional Strategies in the Virtual Classroom,Coursera,5,2-4 hours/week,Education,Purchase Course ¡¤ US$49 USD,49,null,1,"University of California, Irvine",,,,English,English,https://www.coursera.org/learn/teaching-strategies,"Chris Long, Instructor",UC Irvine Extension,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/01/5527b0fe7a11e3beebe7294b5fab19/Chris-Long-Coursera-600x600.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 5 in the Virtual Teacher Specialization.
47,Advanced Interviewing Techniques,Coursera,5,"5 weeks of study, 2-3 hours/week",Learning English,Purchase Course ¡¤ US$79 USD,79,null,1,"University of Maryland, College Park",,,,English,English,https://www.coursera.org/learn/interview-techniques,"Charles Duquette, Lecturer/Marketing Coordinator",Maryland English Institute,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ab/3e1000ba4111e590597b5a987aabf7/Duke-Profile-Pic.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 5 in the Interviewing and Resume Writing in English Specialization.
47,Advanced Interviewing Techniques,Coursera,5,"5 weeks of study, 2-3 hours/week",Learning English,Purchase Course ¡¤ US$79 USD,79,null,1,"University of Maryland, College Park",,,,English,English,https://www.coursera.org/learn/interview-techniques,"Daniela C. Wagner-Loera, Full-Time Lecturer","Maryland English Institute, University of Maryland College Park",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f3/741d70ba6311e58696b71b3e2ddacb/umd.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 5 in the Interviewing and Resume Writing in English Specialization.
48,Advanced Java Concurrency,Coursera,1,null,Software Development,Purchase Course ¡¤ US$49 USD,49,null,1,Vanderbilt University,,,,English,English,https://www.coursera.org/learn/advanced-java-concurrency,"Dr. Douglas C. Schmidt, Professor of Computer Science and Associate Chair of the Computer Science and Engineering Program",Electrical Engineering and Computer Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/9a/84f494245859bf1aa0c4a335844d66/Douglas-C.-Schmidt.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,null
49,Advanced Linear Models for Data Science 1: Least Squares,Coursera,6,"6 weeks of study, 1-2 hours/week",Probability and Statistics,Purchase Course ¡¤ US$49 USD,49,Advanced,1,Johns Hopkins University,,,,English,English,https://www.coursera.org/learn/linear-models,"Brian Caffo, Professor, Biostatistics",Bloomberg School of Public Health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/94/3fa57375db83096437cf7b4cff07c6/Brian-Caffo.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,null
50,Advanced Neurobiology I,Coursera,8,null,Biology,Purchase Course ¡¤ US$29 USD,29,Intermediate,1,Peking University,,,,English,English,https://www.coursera.org/learn/advanced-neurobiology1,"Yan Zhang, Professor","School of Life Sciences, Peking University",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/41/1e6d80f26511e5a52493c7e6aee302/20151228_c6dbca2782b0c5a021552bdf3e7f034b.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
50,Advanced Neurobiology I,Coursera,8,null,Biology,Purchase Course ¡¤ US$29 USD,29,Intermediate,1,Peking University,,,,English,English,https://www.coursera.org/learn/advanced-neurobiology1,"Yulong Li, Research Fellow","School of Life Sciences, Peking University",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/79/342f70f26511e5bdadff07ec868da4/20130608_33d1acb743636cac4054e4557e4a612436.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
51,Advanced Search Engine Optimization Strategies,Coursera,4,"4-6 weeks of study, 5-7 hours/week",Marketing,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,"University of California, Davis",,,,English,English,https://www.coursera.org/learn/seo-strategies,"Dave Lloyd, Senior Manager, Global Search Marketing",Adobe Systems,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/76/0cf100b88c11e5b5992b53a95dfdb5/dave_lloyd_adobe3-2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 6 in the Search Engine Optimization (SEO) Specialization.
52,Advanced Styling with Responsive Design,Coursera,4,"4 weeks of study, 1-3 hours/week",Mobile and Web Development,Purchase Course ¡¤ US$79 USD,79,null,1,University of Michigan,,,,English,English,https://www.coursera.org/learn/responsivedesign,"Colleen van Lent, Ph.D., Lecturer",School of Information,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f8/0fc2004cfc11e5b1b0bd675d89e7b7/van_lent_colleen_082615_063_square.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Web Design for Everybody (Basics of Web Development and Coding) Specialization.
