course_id,title,provider,course_length,effort,subject,price_origin,price,level,num_school,school_1,school_2,school_3,school_4,language,language_origin,url,name,bio,img,basic_info
631,Greening the Economy: Lessons from Scandinavia,Coursera,5,5-8 hours/week,Environmental Science and Sustainability,Purchase Course ¡¤ US$49 USD,49,Beginner,1,Lund University,,,,English,English,https://www.coursera.org/learn/greening-the-economy,"Dr. Peter Arnfalk, Associate Professor",The International Institute for Industrial Environmental Economics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a8/d93e1055b111e59db1594593474550/Peter-bild-Lundag_rd.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
631,Greening the Economy: Lessons from Scandinavia,Coursera,5,5-8 hours/week,Environmental Science and Sustainability,Purchase Course ¡¤ US$49 USD,49,Beginner,1,Lund University,,,,English,English,https://www.coursera.org/learn/greening-the-economy,"Dr. Charlotte Leire, Lecturer",International Institute for Industrial Environmental Economics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ee/23c9f0554711e5adde798ff4740020/Charlotte-Leire-IIIEE-fa_rg.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
632,Greening the Economy: Sustainable Cities,Coursera,5,"5 weeks of study, 5 hours/week",Environmental Science and Sustainability,Purchase Course ¡¤ US$49 USD,49,Beginner,1,Lund University,,,,English,English,https://www.coursera.org/learn/gte-sustainable-cities,"Dr. Kes McCormick, Associate Professor and Assistant Head",International Institute for Industrial Environmental Economics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/aa/1c4e20ec9911e3bc1e1f50ec7a5c04/Kes-_2_.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
632,Greening the Economy: Sustainable Cities,Coursera,5,"5 weeks of study, 5 hours/week",Environmental Science and Sustainability,Purchase Course ¡¤ US$49 USD,49,Beginner,1,Lund University,,,,English,English,https://www.coursera.org/learn/gte-sustainable-cities,"Prof. Lena Neij, Professor and Director",International Institute for Industrial Environmental Economics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/30/50b080ec9a11e39e84450d09a6c5c5/M9B6801_mooc.png?auto=format&dpr=1&w=88&h=88&fit=crop,null
632,Greening the Economy: Sustainable Cities,Coursera,5,"5 weeks of study, 5 hours/week",Environmental Science and Sustainability,Purchase Course ¡¤ US$49 USD,49,Beginner,1,Lund University,,,,English,English,https://www.coursera.org/learn/gte-sustainable-cities,"Prof. James Evans, Visiting Researcher",International Institute for Industrial Environmental Economics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/0b/3f2970719611e592caad2285070961/James-Headshot.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
632,Greening the Economy: Sustainable Cities,Coursera,5,"5 weeks of study, 5 hours/week",Environmental Science and Sustainability,Purchase Course ¡¤ US$49 USD,49,Beginner,1,Lund University,,,,English,English,https://www.coursera.org/learn/gte-sustainable-cities,"Prof. Harriet Bulkeley, Visiting Researcher",International Institute for Industrial Environmental Economics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/19/91ecd07bbc11e5ae207f64b9e91821/bulkeley2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
633,"Grow to Greatness: Smart Growth for Private Businesses, Part I",Coursera,7,6 hours of videos and assessments,Business Strategy,Purchase Course ¡¤ US$49 USD,49,null,1,University of Virginia,,,,"English, Subtitles: Spanish, Russian","English, Subtitles: Spanish, Russian",https://www.coursera.org/learn/smart-growth-strategy-1,"Edward D. Hess, Professor of Business Administration",Darden School of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f7/9a004e5467bbfdb802ceb1ddf4c4f0/Edward-D.-Hess.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,null
634,"Grow to Greatness: Smart Growth for Private Businesses, Part II",Coursera,6,"7 weeks, 4-6 hours/week",Business Strategy,Purchase Course ¡¤ US$49 USD,49,null,1,University of Virginia,,,,English,English,https://www.coursera.org/learn/smart-growth-strategy-2,"Edward D. Hess, Professor of Business Administration",Darden School of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f7/9a004e5467bbfdb802ceb1ddf4c4f0/Edward-D.-Hess.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,null
636,Gut Check: Exploring Your Microbiome,Coursera,6,null,Biology,Purchase Course ¡¤ US$49 USD,49,null,2,University of Colorado Boulder,University of Colorado System,,,English,English,https://www.coursera.org/learn/microbiome,"Rob Knight, Professor","Howard Hughes Medical Institute, and Department of Chemistry & Biochemistry and Computer Science, and Biofrontiers Institute",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/bc/258790da2811e3b7ff25829d8ce4eb/Rob-Knight.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
636,Gut Check: Exploring Your Microbiome,Coursera,6,null,Biology,Purchase Course ¡¤ US$49 USD,49,null,2,University of Colorado Boulder,University of Colorado System,,,English,English,https://www.coursera.org/learn/microbiome,"Jessica Metcalf, Senior Research Associate",BioFrontiers Institute,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/77/920c60085511e49a590969ea935a84/Jess-Headshot.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
636,Gut Check: Exploring Your Microbiome,Coursera,6,null,Biology,Purchase Course ¡¤ US$49 USD,49,null,2,University of Colorado Boulder,University of Colorado System,,,English,English,https://www.coursera.org/learn/microbiome,"Katherine Amato, Postdoctoral Research Associate","Department of Anthropology, BioFrontiers Institute",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/50/06e8f0085511e49af1356ced1cd962/Katie-Headshot.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
637,G?opolitique de l'Europe,Coursera,7,"7 weeks of study, 2-3 hours/week",Governance and Society,Purchase Course ¡¤ US$49 USD,49,null,1,Sciences Po,,,,French,French,https://www.coursera.org/learn/geopolitique,"Sylvain KAHN, Professor",History and Geography,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/0a/b9ca104cd211e6a175abff41082e24/Kahn-square.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
637,G?opolitique de l'Europe,Coursera,7,"7 weeks of study, 2-3 hours/week",Governance and Society,Purchase Course ¡¤ US$49 USD,49,null,1,Sciences Po,,,,French,French,https://www.coursera.org/learn/geopolitique,"Philippe PERCHOC, Professor",History and Political Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/22/d13ca0743711e6a169b7ae05a5a3ef/_MG_8931-ok.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
637,G?opolitique de l'Europe,Coursera,7,"7 weeks of study, 2-3 hours/week",Governance and Society,Purchase Course ¡¤ US$49 USD,49,null,1,Sciences Po,,,,French,French,https://www.coursera.org/learn/geopolitique,"Thomas RAINEAU, Professor",History,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d3njjcbhbojbot.cloudfront.net/web/images/icons/avatar.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
638,"HTML, CSS and JavaScript",Coursera,3,"3 weeks of study, 3-4 hours/week",Mobile and Web Development,Purchase Course ¡¤ US$79 USD,79,null,1,The Hong Kong University of Science and Technology,,,,English,English,https://www.coursera.org/learn/html-css-javascript,"David Rossiter, Associate Professor of Engineering Education",Computer Science and Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/cb/373580501011e59f213758f6dd88ba/david_rossiter_face2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 6 in the Full Stack Web Development Specialization.
639,"HTML, CSS, and Javascript for Web Developers",Coursera,5,"5 weeks of study, 4-6 hours/week",Mobile and Web Development,Purchase Course ¡¤ US$79 USD,79,null,1,Johns Hopkins University,,,,English,English,https://www.coursera.org/learn/html-css-javascript-for-web-developers,"Yaakov Chaikin, Adjunct Professor, Graduate Computer Science",Whiting School of Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c3/78ea703be111e5badc79dbdaa0a51c/4R5A7061Coursera2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 6 in the Ruby on Rails Web Development Specialization.
640,Habilidades humanas y de negocios para negociar,Coursera,5,"4 semanas de estudio, 2-4 hora/semana",Business Essentials,Purchase Course ¡¤ US$49 USD,49,null,1,Universidad Nacional Aut?noma de M?xico,,,,Spanish,Spanish,https://www.coursera.org/learn/habilidades-negociacion,"Fernando Guerra, Licenciado",Facultad de Contadur?a y Administraci?n,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/0b/4381b0b65f11e58596a3d490dd4464/Fernando_Guerra.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Estrategias de Negociaci?n Specialization.
641,Hacia una pr?ctica constructivista en el aula,Coursera,10,null,Education,Purchase Course ¡¤ US$49 USD,49,null,1,Pontificia Universidad Cat?lica de Chile,,,,Spanish,Spanish,https://www.coursera.org/learn/aulaconstructivista,"Miguel Nussbaum Voehl, Acad?mico Facultad de Ingenier?a",Pontificia Universidad Cat?lica de Chile,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/6e/1a7360e37a11e49cc1c92af85cd771/Nussbaum..jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
642,Hadoop Platform and Application Framework,Coursera,5,"5 weeks of study, 1-2 hours/week",Data Analysis,Purchase Course ¡¤ US$79 USD,79,null,1,"University of California, San Diego",,,,English,English,https://www.coursera.org/learn/hadoop,"Natasha Balac, Director, Predictive Analytics Center of Excellence (PACE)",San Diego Supercomputer Center,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/11/f4dc504dd911e58ddc8ff4d6e0523a/balac.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
642,Hadoop Platform and Application Framework,Coursera,5,"5 weeks of study, 1-2 hours/week",Data Analysis,Purchase Course ¡¤ US$79 USD,79,null,1,"University of California, San Diego",,,,English,English,https://www.coursera.org/learn/hadoop,"Paul Rodriguez, Research Programmer",San Diego Supercomputer Center (SDSC),https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ba/e96c904dd911e59fe94b2ee199b42d/paul_sm.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
642,Hadoop Platform and Application Framework,Coursera,5,"5 weeks of study, 1-2 hours/week",Data Analysis,Purchase Course ¡¤ US$79 USD,79,null,1,"University of California, San Diego",,,,English,English,https://www.coursera.org/learn/hadoop,"Andrea Zonca, HPC Applications Specialist",San Diego Supercomputer Center (SDSC),https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/3a/5905304dda11e5b5519197edc3c06c/ZoncaAndrea.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
643,Hardware Security,Coursera,7,null,Computer Security and Networks,Purchase Course ¡¤ US$49 USD,49,null,1,"University of Maryland, College Park",,,,English,English,https://www.coursera.org/learn/hardware-security,"Gang Qu, Associate Professor",Electrical and Computer Engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/38/08add0823411e3b01585bea65be5a7/gang-qu-picture.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Cybersecurity Specialization.
644,Health Informatics on FHIR,Coursera,4,null,Medicine & Healthcare,Purchase Course ¡¤ US$49 USD,49,null,1,Georgia Institute of Technology,,,,English,English,https://www.coursera.org/learn/fhir,"Mark L. Braunstein, MD, Professor of the Practice, School of Interactive Computing",College of Computing,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/fb/08f7a021cd11e6969623e49e72c836/Mark-Braunstein-High-Res-Head-Shot.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
645,Health Literacy and Communication for Health Professionals,Coursera,8,"8 weeks of study, 3-4 hours/week",Medicine & Healthcare,Purchase Course ¡¤ US$49 USD,49,Beginner,1,University of Nebraska,,,,English,English,https://www.coursera.org/learn/health-literacy,"Analisa McMillan, MSEd",null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/9d/3f1750c57511e3a64ded518a9cbf42/Ana0718.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
645,Health Literacy and Communication for Health Professionals,Coursera,8,"8 weeks of study, 3-4 hours/week",Medicine & Healthcare,Purchase Course ¡¤ US$49 USD,49,Beginner,1,University of Nebraska,,,,English,English,https://www.coursera.org/learn/health-literacy,"Denise H. Britigan, PhD, MA, CHES, Assistant Professor","Department of Health Promotion, Social & Behavioral Health",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/8a/86c360c57511e3830a0f0b1f93c43b/DeniseBritigan-1_crop.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
646,Health for All Through Primary Health Care,Coursera,5,12-15 hours,Medicine & Healthcare,Purchase Course ¡¤ US$49 USD,49,null,1,Johns Hopkins University,,,,English,English,https://www.coursera.org/learn/health-for-all,"Henry Perry, Senior Scientist, International Health",Bloomberg School of Public Health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/07/b030f006113b46564e22902c0441a3/Henry-Perry.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
647,Healthcare Delivery Providers,Coursera,5,"5 weeks of study, 4-6 hours/week",Finance,Purchase Course ¡¤ US$79 USD,79,null,1,University of Minnesota,,,,English,English,https://www.coursera.org/learn/healthcare-delivery-providers,"Dr. Rahul Koranne, Faculty","Carlson School of Management, Department of Finance",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/6e/547dd0b62e11e5ac993db8020e54a5/Rahul-Picture-3.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Healthcare Marketplace Specialization.
648,Healthcare Marketplace,Coursera,5,"5 weeks of study, 2 - 4 hours/week",Finance,Purchase Course ¡¤ US$79 USD,79,Beginner,1,University of Minnesota,,,,English,English,https://www.coursera.org/learn/healthcare-marketplace,"Stephen T Parente, Professor","Carlson School of Management, Department of Finance",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/9a/4cebb0896611e59a278d7d1ca6079f/headshot_imba.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 5 in the Healthcare Marketplace Specialization.
649,Healthcare Marketplace Capstone,Coursera,5,"5 weeks of study, 3-5 hours/week",Finance,null,79,null,1,University of Minnesota,,,,English,English,https://www.coursera.org/learn/healthcare-marketplace-capstone,"Stephen T Parente, Professor","Carlson School of Management, Department of Finance",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/9a/4cebb0896611e59a278d7d1ca6079f/headshot_imba.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 5 in the Healthcare Marketplace Specialization.
651,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Coursera,3,null,Leadership and Management,Purchase Course ¡¤ US$79 USD,79,null,1,Northwestern University,,,,English,English,https://www.coursera.org/learn/leadership-collaboration,"Leigh Thompson, J. Jay Gerber Distinguished Professor of Dispute Resolution and Organizations",Kellogg School of Management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/d4/31bd30693911e58306d9cb69e934cf/LThompson_BioPic-_1_.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 6 in the Organizational Leadership Specialization.
653,High-Impact Business Writing,Coursera,4,"4-8 hours of videos, readings, and quizzes",Business Essentials,Purchase Course ¡¤ US$35 USD,35,null,1,"University of California, Irvine",,,,"English, Subtitles: Vietnamese, Spanish, Russian","English, Subtitles: Vietnamese, Spanish, Russian",https://www.coursera.org/learn/business-writing,"Sue Robins, M.S. Ed., Instructor, University of California, Irvine Extension","University of California, Irvine Extension",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/6e/9315a053fa11e48335f5d6d9d10ade/Sue-Robins.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 10 in the Career Success Specialization.
654,"History of Rock, Part One",Coursera,8,12-24 hours of videos and quizzes,Music and Art,Purchase Course ¡¤ US$49 USD,49,null,1,University of Rochester,,,,"English, Subtitles: Serbian, Chinese (Simplified)","English, Subtitles: Serbian, Chinese (Simplified)",https://www.coursera.org/learn/history-of-rock,"John Covach, Professor of Music and Director",Institute for Popular Music,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/8f/ec7cacd16bd98b8dfb94a0f22ff2e1/JC-555.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
655,"History of Rock, Part Two",Coursera,7,12-24 hours of videos and quizzes,Music and Art,Purchase Course ¡¤ US$49 USD,49,null,1,University of Rochester,,,,English,English,https://www.coursera.org/learn/history-of-rock-2,"John Covach, Professor of Music and Director",Institute for Popular Music,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/8f/ec7cacd16bd98b8dfb94a0f22ff2e1/JC-555.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
656,How Music Can Change Your Life,Coursera,7,null,Music and Art,Purchase Course ¡¤ US$49 USD,49,Beginner,1,The University of Melbourne,,,,English,English,https://www.coursera.org/learn/music-life,"Katrina Skewes McFerran, Professor",Melbourne Conservatorium of Music,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/90/01e1d05cfa11e5afae8be0578a65e8/Kat_Skewes_McFerren.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
657,How Things Work: An Introduction to Physics,Coursera,8,11 hours of videos and assessments,Physics and Astronomy,Purchase Course ¡¤ US$49 USD,49,null,1,University of Virginia,,,,"English, Subtitles: Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Korean, German, Urdu, Russian, Hebrew, Spanish, Hindi, Japanese","English, Subtitles: Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Korean, German, Urdu, Russian, Hebrew, Spanish, Hindi, Japanese",https://www.coursera.org/learn/how-things-work,"Louis Bloomfield, Professor of Physics",null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a3/213fe48c924c2ff1736e12c8486188/instructor-1.png.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
658,How To Create a Website in a Weekend! (Project-Centered Course),Coursera,3,"10 hours of study, 10 hours of active project work",Mobile and Web Development,Purchase Course ¡¤ US$29 USD,29,null,1,The State University of New York,,,,English,English,https://www.coursera.org/learn/how-to-create-a-website,"Margaret Schedel, Associate Professor",Music,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/60/29d66075696e9452be2b598b06eda1/headshot2012.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
658,How To Create a Website in a Weekend! (Project-Centered Course),Coursera,3,"10 hours of study, 10 hours of active project work",Mobile and Web Development,Purchase Course ¡¤ US$29 USD,29,null,1,The State University of New York,,,,English,English,https://www.coursera.org/learn/how-to-create-a-website,Melissa Clarke,null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a8/c56760e54d11e5ad4871916ffd80d7/10571956_811136892293658_7084912899664536137_o.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
659,How To Teach Us,Coursera,3,null,Education,Purchase Course ¡¤ US$49 USD,49,null,1,High Tech High Graduate School of Education,,,,English,English,https://www.coursera.org/learn/how-to-teach-us,"Larry Rosenstock, Chief Executive Officer",High Tech High,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/dc/657d00c8d711e48be3f19d5ff67d5e/Larry.png?auto=format&dpr=1&w=88&h=88&fit=crop,null
659,How To Teach Us,Coursera,3,null,Education,Purchase Course ¡¤ US$49 USD,49,null,1,High Tech High Graduate School of Education,,,,English,English,https://www.coursera.org/learn/how-to-teach-us,"Dan Wise, Co-Instructor",Teacher Professional Development,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/46/4459e0c65211e48393e786ee3fe5a6/Danwise.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
659,How To Teach Us,Coursera,3,null,Education,Purchase Course ¡¤ US$49 USD,49,null,1,High Tech High Graduate School of Education,,,,English,English,https://www.coursera.org/learn/how-to-teach-us,"Patrick Yurick, Lead MOOC Instructor",Graduate School of Education,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/1f/adc790c4fd11e4b4da1f8ea4dfcf2e/me.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
661,How to Change the World,Coursera,6,null,Philosophy,Purchase Course ¡¤ US$49 USD,49,Beginner,1,Wesleyan University,,,,English,English,https://www.coursera.org/learn/world-change,Michael Roth,null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ce/bbc5bc43a5bdc0d2ff8a16798efc3b/fac_roth_09-002.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
662,How to Finance and Grow Your Startup ? Without VC,Coursera,7,"7 weeks of study, 5-6 hours/week",Entrepreneurship,Purchase Course ¡¤ US$49 USD,49,Beginner,2,University of London,London Business School,,,English,English,https://www.coursera.org/learn/startup-financing-without-vc,"John Mullins, Associate Professor of Management Practice",London Business School,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/2b/13e590b49111e582646f0314e1b02c/Headshot_JM.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
663,How to Make a Comic Book (Project-Centered Course),Coursera,6,"6 hours of study, 15 hours of project work",Music and Art,Purchase Course ¡¤ US$49 USD,49,null,1,High Tech High Graduate School of Education,,,,English,English,https://www.coursera.org/learn/make-comic-books,"Patrick Yurick, Lead MOOC Instructor",Graduate School of Education,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/1f/adc790c4fd11e4b4da1f8ea4dfcf2e/me.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
663,How to Make a Comic Book (Project-Centered Course),Coursera,6,"6 hours of study, 15 hours of project work",Music and Art,Purchase Course ¡¤ US$49 USD,49,null,1,High Tech High Graduate School of Education,,,,English,English,https://www.coursera.org/learn/make-comic-books,"Christopher O'Keeffe, Writing Instructor",Adjunct,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/2e/512f30ce0c11e5a6bd1755a13df157/Chris.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
665,How to Validate your Startup Idea,Coursera,6,"6 weeks of study, 2-4 hours/week",Entrepreneurship,Purchase Course ¡¤ US$49 USD,49,null,1,UNSW Australia (The University of New South Wales),,,,English,English,https://www.coursera.org/learn/startup-idea,"Allya Koesoema, Lecturer",UNSW Business School,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/4a/2d0a800b6f11e681f2d7db13c721f5/Allya.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
665,How to Validate your Startup Idea,Coursera,6,"6 weeks of study, 2-4 hours/week",Entrepreneurship,Purchase Course ¡¤ US$49 USD,49,null,1,UNSW Australia (The University of New South Wales),,,,English,English,https://www.coursera.org/learn/startup-idea,"Martin Bliemel, Senior Lecturer",UNSW Business School,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/5a/3de33005df11e6b52e3929d30777ae/Martin.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
666,How to Write a Resume (Project-Centered Course),Coursera,4,null,Personal Development,Purchase Course ¡¤ US$49 USD,49,null,1,The State University of New York,,,,English,English,https://www.coursera.org/learn/how-to-write-a-resume,"Zach Slaybaugh, Career Counselor",Career Services,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/2d/6e3910ce9711e5b54363609849b4dc/Zach-photo-3.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
667,How to Write and Publish a Scientific Paper (Project-Centered Course),Coursera,4,"7-10 hours of study, 10 hours of active project work",Education,Purchase Course ¡¤ US$49 USD,49,null,1,?cole Polytechnique,,,,English,English,https://www.coursera.org/learn/how-to-write-a-scientific-paper,"Mathis Plapp, Assistant Professor",Physics Department,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/6d/ec8740d19811e5b9502708c067456e/135B2365_preview_ecran.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
668,Human Resources Management Capstone: HR for People Managers,Coursera,7,"7 weeks of study, 3-4 hours/week",Leadership and Management,null,79,null,1,University of Minnesota,,,,English,English,https://www.coursera.org/learn/human-resources-management-capstone,"John W. Budd, Professor and Director",Center for Human Resources and Labor Studies,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/76/7057908d6711e59ed589d7df59810e/jbudd_coursera_pix.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 5 in the Human Resource Management: HR for People Managers Specialization.
668,Human Resources Management Capstone: HR for People Managers,Coursera,7,"7 weeks of study, 3-4 hours/week",Leadership and Management,null,79,null,1,University of Minnesota,,,,English,English,https://www.coursera.org/learn/human-resources-management-capstone,"Larry Bourgerie, Senior Lecturer","Carlson School of Management, Department of Work and Organizations",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/8a/1e57e0bec411e58696b71b3e2ddacb/Bourg007-alternate-_2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 5 in the Human Resource Management: HR for People Managers Specialization.
