course_url,title,course_platform,review_platform,time,reviewr_id,review_date,review_value
35,Networked Life,Coursera,CourseTalk,10,/accounts/profile/lloydmelnick,2012-11-29,5
35,Networked Life,Coursera,CourseTalk,10,/accounts/profile/vadimsolomonik,2012-11-29,4
76,Neural Networks for Machine Learning,Coursera,CourseTalk,10,/accounts/profile/thomasjohnson,2012-11-29,4
13,Probabilistic Graphical Models,Coursera,CourseTalk,10,/accounts/profile/thomasjohnson,2012-11-29,1.5
42,Social Network Analysis,Coursera,CourseTalk,10,/accounts/profile/vadimsolomonik,2012-11-29,5
45,"Fantasy and Science Fiction: The Human Mind, Our Modern World",Coursera,CourseTalk,10,/accounts/profile/krista.garver,2012-11-30,5
45,"Fantasy and Science Fiction: The Human Mind, Our Modern World",Coursera,CourseTalk,10,/accounts/profile/emilee,2012-11-30,5
138,Introduction to Computational Finance and Financial Econometrics,Coursera,CourseTalk,10,/accounts/profile/sai,2012-11-30,3.5
63,Learn to Program: The Fundamentals,Coursera,CourseTalk,10,/accounts/profile/kelseylayos,2012-11-30,5
26,Modern & Contemporary American Poetry,Coursera,CourseTalk,10,/accounts/profile/jaynerivas,2012-11-30,5
26,Modern & Contemporary American Poetry,Coursera,CourseTalk,10,/accounts/profile/michellemorouse,2012-11-30,5
35,Networked Life,Coursera,CourseTalk,10,/accounts/profile/krista.garver,2012-11-30,3.5
42,Social Network Analysis,Coursera,CourseTalk,10,/accounts/profile/normacampbell,2012-11-30,3.5
150,Writing in the Sciences,Coursera,CourseTalk,10,/accounts/profile/krista.garver,2012-11-30,4
16,"Algorithms: Design and Analysis, Part 1",Coursera,CourseTalk,10,/accounts/profile/afreffetter,2012-12-01,4.5
103,Functional Programming Principles in Scala,Coursera,CourseTalk,10,/accounts/profile/afreffetter,2012-12-01,5
24,Game Theory,Coursera,CourseTalk,10,/accounts/profile/afreffetter,2012-12-01,4
60,Introduction to Astronomy,Coursera,CourseTalk,10,/accounts/profile/martinez,2012-12-01,5
108,Introduction to Mathematical Thinking,Coursera,CourseTalk,10,/accounts/profile/ahmadalbaqsami,2012-12-01,4.5
32,Listening to World Music,Coursera,CourseTalk,10,/accounts/profile/treybienduffy,2012-12-01,5
12,Machine Learning,Coursera,CourseTalk,10,/accounts/profile/afreffetter,2012-12-01,4
35,Networked Life,Coursera,CourseTalk,10,/accounts/profile/afreffetter,2012-12-01,3.5
61,Think Again: How to Reason and Argue,Coursera,CourseTalk,10,/accounts/profile/simple,2012-12-01,5
61,Think Again: How to Reason and Argue,Coursera,CourseTalk,10,/accounts/profile/sandraneuse,2012-12-01,5
27,Introduction to Sociology,Coursera,CourseTalk,10,/accounts/profile/jeremybarth,2012-12-02,4
42,Social Network Analysis,Coursera,CourseTalk,10,/accounts/profile/mikehernandez,2012-12-02,4
150,Writing in the Sciences,Coursera,CourseTalk,10,/accounts/profile/aprofjennamead,2012-12-02,3
22,Compilers,Coursera,CourseTalk,10,/accounts/profile/gavinconran,2012-12-03,5
26,Modern & Contemporary American Poetry,Coursera,CourseTalk,10,/accounts/profile/kentekberg,2012-12-03,5
26,Modern & Contemporary American Poetry,Coursera,CourseTalk,10,/accounts/profile/johnknight,2012-12-03,5
26,Modern & Contemporary American Poetry,Coursera,CourseTalk,10,/accounts/profile/SusanMTroccolo,2012-12-03,5
12,Machine Learning,Coursera,CourseTalk,10,/accounts/profile/danielsnider1,2012-12-04,5
63,Learn to Program: The Fundamentals,Coursera,CourseTalk,10,/accounts/profile/sateeshkumar,2012-12-05,5
61,Think Again: How to Reason and Argue,Coursera,CourseTalk,10,/accounts/profile/jeremybarth,2012-12-05,1
21,Introduction to Logic,Coursera,CourseTalk,10,/accounts/profile/krista.garver,2012-12-06,1
26,Modern & Contemporary American Poetry,Coursera,CourseTalk,10,/accounts/profile/elliottholt,2012-12-06,5
103,Functional Programming Principles in Scala,Coursera,CourseTalk,10,/accounts/profile/boethian,2012-12-07,5
26,Modern & Contemporary American Poetry,Coursera,CourseTalk,10,/accounts/profile/jamesgallagheriv,2012-12-07,5
110,Design: Creation of Artifacts in Society,Coursera,CourseTalk,10,/accounts/profile/jessicaxin,2012-12-08,5
110,Design: Creation of Artifacts in Society,Coursera,CourseTalk,10,/accounts/profile/waynebiermann,2012-12-08,5
110,Design: Creation of Artifacts in Society,Coursera,CourseTalk,10,/accounts/profile/dianecallahan,2012-12-09,5
110,Design: Creation of Artifacts in Society,Coursera,CourseTalk,10,/accounts/profile/jimscott,2012-12-09,5
110,Design: Creation of Artifacts in Society,Coursera,CourseTalk,10,/accounts/profile/esperanzadiaz,2012-12-09,5
110,Design: Creation of Artifacts in Society,Coursera,CourseTalk,10,/accounts/profile/perrytheinventor,2012-12-09,5
110,Design: Creation of Artifacts in Society,Coursera,CourseTalk,10,/accounts/profile/balaramadurai,2012-12-09,5
110,Design: Creation of Artifacts in Society,Coursera,CourseTalk,10,/accounts/profile/juliette,2012-12-09,5
